Date,mom,mom1,mom2,mom3,ROC_5,ROC_10,ROC_15,ROC_20,EMA_10,EMA_20,EMA_50,EMA_200,DTB4WK,DTB3,DTB6,DGS5,DGS10,Oil,Gold,DAAA,DBAA,AAPL,AMZN,GE,JNJ,JPM,MSFT,WFC,XOM,DJI,IXIC,RUT,NYSE,TE1,TE2,TE3,TE5,TE6,DE1,DE2,DE4,DE5,DE6,CTB3M,CTB6M,CTB1Y,AUD,Brent,CAC-F,copper-F,WIT-oil,DAX-F,DJI-F,EUR,FTSE-F,gold-F,NASDAQ-F,GAS-F,Nikkei-F,NZD,silver-F,RUSSELL-F,S&P-F,CHF,Dollar index-F,Dollar index,wheat-F,XAG,XAU,target
2010-11-04,0.0192828632,0.0036780542,0.0077592841,0.0009465333,3.1492362674,3.4568695588,4.0253531342,5.4401323585,1192.34232801,1180.86942786,1154.07533238,1129.08547365,0.13,0.13,0.17,1.04,2.53,0.0241563055,0.0263842438,4.75,5.77,0.0174872216,0.002730409,0.0280199893,0.0088798876,0.0551431056,0.0040694782,0.0377928964,0.0207443869,0.0195904963,0.0145929636,0.0256173709,0.0228720608,2.4,2.4,2.36,0.0,0.04,1.02,3.24,5.6,5.64,5.64,0.0625,-0.0294117647,-0.0630630631,0.86,1.88,1.93,3.33,2.13,1.82,1.88,0.39,1.94,3.41,0.94,0.52,0.67,1.04,6.58,2.22,1.77,-1.47,-0.81,-0.78,3.67,6.08,3.27,1
2010-11-05,0.003922753,0.0192828632,0.0036780542,0.0077592841,3.5993750858,3.6151419676,4.22211016,5.2096254345,1198.43462764,1185.15328958,1156.89002429,1130.04830452,0.13,0.13,0.16,1.1,2.58,0.0041623309,0.0104996379,4.78,5.85,-0.0035818612,0.010892151,0.0133252574,-0.0016985793,0.0286432168,-0.0106852988,0.0640932288,0.0089363365,0.0008080773,0.000636273,0.0042674514,0.0023424534,2.45,2.45,2.42,0.0,0.03,1.07,3.27,5.69,5.72,5.72,-0.0588235294,0.1515151515,0.0576923077,0.19,0.13,-0.04,0.97,0.42,0.27,-0.1,-1.17,0.09,1.06,0.01,2.1,3.1,0.11,2.71,0.55,0.29,0.42,0.91,0.88,1.18,1.4,0.08,1
2010-11-08,-0.0021209577,0.003922753,0.0192828632,0.0036780542,3.2818854452,3.1738672727,3.2531201956,4.9711715824,1202.94651353,1188.78154772,1159.49237627,1130.97568458,0.12,0.13,0.16,1.13,2.6,0.0025331031,-0.0050161233,4.79,5.85,0.0046983633,0.0071441177,-0.001195517,-0.0049497292,-0.0105032001,-0.0014897952,-0.006160096,0.0045714286,-0.0032541046,0.0004149195,0.0002443598,-0.0023664614,2.48,2.47,2.44,0.01,0.04,1.06,3.25,5.69,5.72,5.73,0.0,0.0789473684,0.0272727273,-0.3,0.4,-0.05,0.23,0.24,0.07,-0.12,-0.81,-0.2,0.39,-0.03,3.84,0.73,-1.17,1.8,-0.14,-0.16,0.53,0.61,0.63,1.1,3.63,1.12,0
2010-11-09,-0.0080523,-0.0021209577,0.003922753,0.0192828632,1.6614089578,2.3413522358,4.0741057571,3.7297933144,1204.84715179,1191.12616451,1161.60640168,1131.79582726,0.11,0.13,0.16,1.27,2.72,-0.0003445504,0.0234065538,4.93,5.97,-0.0079718975,-0.010000587,-0.005385877,-0.0003109591,-0.0150579124,0.0052220069,-0.0313361559,0.004408376,-0.0052678783,-0.0066161775,-0.0146450584,-0.0102657518,2.61,2.59,2.56,0.02,0.05,1.04,3.25,5.81,5.84,5.86,0.0,0.1219512195,0.1238938053,-0.99,-0.15,0.76,2.2,-0.39,0.53,-0.43,-1.02,0.43,0.5,-0.35,2.98,-0.31,-1.27,5.37,-1.18,-0.74,0.13,0.54,0.53,-2.27,-3.03,-1.31,0
2010-11-10,0.0043760812,-0.0080523,-0.0021209577,0.003922753,1.7321113122,3.0665154131,3.4409224039,3.447074597,1207.36766256,1193.75319275,1163.84575694,1132.66064451,0.12,0.13,0.16,1.23,2.65,0.0083869485,-0.0214637579,4.92,5.96,0.0061693591,0.0179714449,-0.0042119131,-0.0055978388,0.0180450367,-0.0003710575,0.0159971922,0.0070791451,0.000906871,0.0061647181,0.0122455374,0.005861865,2.53,2.52,2.49,0.01,0.04,1.04,3.31,5.8,5.83,5.84,0.0,-0.0434782609,-0.031496063,0.27,0.71,-1.32,-1.83,1.26,-0.96,-0.1,0.04,-0.94,-0.76,-0.08,-3.9,1.24,0.7,-7.06,0.81,0.25,0.23,0.24,0.25,-1.53,1.49,0.92,1
2010-11-11,-0.0042421266,0.0043760812,-0.0080523,-0.0021209577,-0.6158599607,2.5139814215,2.8197201225,3.3847026353,1208.48991282,1195.63765429,1165.79455232,1133.4654146,0.0,0.0,0.0,0.0,0.0,0.0,0.0057533261,4.92,5.97,-0.0043392384,-0.0170772917,-0.0120845325,-0.0004691634,-0.0147710245,-0.0096511132,-0.0136458712,0.0098412067,-0.0065105371,-0.0090197724,-0.0044769524,-0.0031261507,0.0,0.0,0.0,0.0,0.0,1.05,5.97,5.97,5.97,5.97,-1.0,-1.0,-1.0,-0.84,-0.17,-0.52,1.31,0.0,0.02,-0.53,-0.91,-0.03,0.29,-0.09,-2.94,0.51,-0.52,2.01,-0.18,-0.25,0.59,0.76,0.76,-0.7,1.65,0.4,0
2010-11-12,-0.0118084921,-0.0042421266,0.0043760812,-0.0080523,-2.1731872188,1.3479667077,1.3633909457,1.9571685829,1206.80264885,1195.97787398,1167.1049605,1134.11958919,0.11,0.13,0.17,1.35,2.76,-0.0328130341,-0.0071505184,4.95,6.0,-0.0272225171,-0.0275283333,-0.006116208,-0.003911139,-0.0102448526,-0.0153673163,-0.0230578211,-0.0116943335,-0.0080225766,-0.0145997913,-0.01682659,-0.0129479334,2.65,2.63,2.59,0.02,0.06,1.05,3.24,5.83,5.87,5.89,0.0,0.0,0.0,-1.08,-2.78,-0.6,-3.21,-3.34,0.1,-0.8,0.26,-0.33,-2.69,-1.78,-3.26,-1.22,-0.53,-5.34,-1.67,-1.28,0.46,-0.17,-0.18,-5.04,-6.03,-2.87,0
2010-11-15,-0.0012174357,-0.0118084921,-0.0042421266,0.0043760812,-2.0846106683,1.1288602428,1.0230938286,1.1006946366,1205.1567127,1196.14664789,1168.30672676,1134.75272761,0.12,0.14,0.19,1.51,2.92,-0.0001177995,-0.0144040331,5.07,6.12,-0.0032139144,-0.0409222555,-0.0030768615,0.0073818284,0.0118657154,-0.0026645984,0.0039941538,-0.0071840402,0.0008389173,-0.0017432593,0.0009314749,-0.0007517103,2.8,2.78,2.73,0.02,0.07,1.05,3.2,5.93,5.98,6.0,0.1176470588,0.0392156863,0.1185185185,-0.18,0.42,0.86,0.87,-0.02,0.75,0.19,-0.78,0.32,0.22,-0.27,1.21,0.82,-0.14,0.35,0.14,0.02,0.45,0.56,0.56,0.19,-2.0,-0.69,0
2010-11-16,-0.0162054135,-0.0012174357,-0.0118084921,-0.0042421266,-2.889406404,-1.2760023031,-0.6157053497,1.0669818804,1200.28094057,1194.45077342,1168.70018712,1135.18643147,0.13,0.15,0.19,1.49,2.85,-0.0300424128,-0.0142491779,4.95,6.0,-0.017750143,-0.0070484269,-0.0209877148,-0.0155908952,-0.0117265713,-0.014885572,-0.0166364919,-0.0218501835,-0.0159319951,-0.0174952776,-0.020279433,-0.0190193236,2.72,2.7,2.66,0.02,0.06,1.05,3.15,5.81,5.85,5.87,0.0,-0.0377358491,-0.0132450331,-0.81,-2.27,-2.68,-5.07,-2.97,-1.66,-1.69,-0.68,-2.19,-2.2,-1.75,-0.7,-0.41,-0.5,-3.29,-2.04,-1.76,1.14,0.84,0.88,-6.53,-0.12,-1.37,0
2010-11-17,0.0002121629,-0.0162054135,-0.0012174357,-0.0118084921,-3.2920051763,-1.6169150582,-0.3264396093,0.035641884,1196.33712701,1192.94022033,1169.08802159,1135.61830744,0.13,0.14,0.19,1.49,2.89,-0.0230778574,-0.0085248332,4.97,6.02,-0.003614218,0.0036126696,-0.0031525851,-0.001266994,-0.0108558695,-0.009298683,-0.0121368146,0.0010153757,-0.0014169834,0.0024981059,0.003445137,0.0021585283,2.76,2.75,2.7,0.01,0.06,1.05,3.13,5.83,5.88,5.89,0.0,-0.0196078431,0.0,0.17,-1.71,0.8,0.11,-2.31,0.43,0.1,0.19,0.15,-0.11,0.3,5.55,0.51,0.39,1.1,0.23,0.23,-0.58,-0.15,-0.16,1.0,0.55,-0.27,1
2010-11-18,0.015357313,0.0002121629,-0.0162054135,-0.0012174357,-1.388507792,-1.9958164892,1.0905668016,1.392060297,1196.40127501,1193.29733659,1170.1704498,1136.22598539,0.13,0.15,0.19,1.51,2.9,0.018028099,0.0095327103,4.98,6.02,0.0263893719,0.036753974,0.0145478178,0.0122106088,0.0122511485,0.0105592491,0.0241995151,0.0188377911,0.0157478632,0.0155047402,0.0184664603,0.0175169426,2.77,2.75,2.71,0.02,0.06,1.04,3.12,5.83,5.87,5.89,0.0,0.04,0.0134228188,1.1,2.13,1.93,2.74,1.75,1.84,1.65,0.93,1.28,1.2,1.78,-0.57,1.53,1.05,5.19,2.12,1.72,0.47,-0.61,-0.58,2.09,5.11,1.24,1
2010-11-19,0.0025403732,0.015357313,0.0002121629,-0.0162054135,0.0433634657,-2.1307661224,1.3919146984,1.4073456249,1197.0064941,1193.90996929,1171.32964706,1136.85786593,0.12,0.14,0.19,1.54,2.88,-0.0028089888,-0.0057396778,4.93,5.99,-0.0055117369,0.0039593653,0.0112218197,0.0,-0.0063035804,-0.0058049149,-0.0007270084,0.0032712702,0.0019961431,0.0014795638,0.0048831334,0.0027743181,2.76,2.74,2.69,0.02,0.07,1.06,3.11,5.8,5.85,5.87,0.0,0.0,0.0198675497,-0.29,-0.83,-0.83,0.08,-0.42,0.21,0.03,0.31,-0.63,-0.05,-0.04,3.92,0.7,-0.06,1.29,0.28,0.04,-0.32,-0.18,-0.15,5.63,1.52,-0.03,1
2010-11-22,-0.0015753662,0.0025403732,0.015357313,0.0002121629,0.0075112503,-2.0772559984,1.1364562846,1.030681926,1197.15803445,1194.28425469,1172.36926741,1137.464653,0.12,0.15,0.2,1.44,2.8,-0.0050214329,0.0104283054,4.89,5.94,0.0216150353,0.0337943924,-0.0117138108,-0.0032900359,-0.0228368942,0.0015569871,-0.0196434704,-0.0049617096,-0.0022287335,0.0055199523,0.0041002154,-0.0040282621,2.68,2.65,2.6,0.03,0.08,1.05,3.14,5.74,5.79,5.82,0.0526315789,-0.0576923077,-0.0649350649,0.24,-0.45,-0.23,-2.19,0.28,-0.22,-0.13,-0.45,-0.7,0.41,0.98,2.57,0.7,-1.03,-0.95,-0.21,-0.02,-0.42,0.23,0.23,0.31,1.76,0.95,0
2010-11-23,-0.0142840333,-0.0015753662,0.0025403732,0.015357313,0.2028289007,-2.6924380545,-1.0757615038,-0.4141252773,1194.17111546,1192.99337139,1172.69713849,1137.89515376,0.15,0.15,0.2,1.4,2.77,-0.0055391433,0.0154810173,4.85,5.9,-0.0147753036,-0.0128528788,-0.0168434799,-0.0117887459,-0.0228511308,-0.0237076953,-0.0055659367,-0.0172389082,-0.012721648,-0.0146405118,-0.0101742315,-0.0183343349,2.62,2.62,2.57,0.0,0.05,1.05,3.13,5.7,5.75,5.75,0.0,-0.0816326531,-0.0277777778,-1.63,-0.85,-2.55,-1.28,-0.6,-1.59,-1.35,-1.86,-1.6,1.46,-1.65,-0.16,-1.85,-1.37,-0.21,-1.06,-1.65,0.88,1.26,1.27,-0.84,-1.04,0.79,0
2010-11-24,0.0149229682,-0.0142840333,-0.0015753662,0.0025403732,1.6765805386,-1.6706177558,0.0325565973,1.3446679064,1194.93090828,1193.50352421,1173.70313212,1138.49669428,0.16,0.16,0.2,1.56,2.93,0.0299542023,-0.0036297641,4.98,6.03,0.0196611731,0.0538050129,0.0114213198,0.0066804836,0.0140844801,0.0099522289,0.0115672392,0.0130471725,0.0136738941,0.0193070671,0.0230578475,0.0145218961,2.77,2.77,2.73,0.0,0.04,1.05,3.1,5.83,5.87,5.87,0.0,0.1777777778,0.1142857143,0.99,3.11,0.74,1.49,3.21,1.55,1.28,-0.31,1.08,-0.33,1.84,0.07,1.08,0.2,0.45,2.22,1.55,-0.22,0.23,0.24,1.01,0.22,-0.17,1
2010-11-26,-0.0074685628,0.0149229682,-0.0142840333,-0.0015753662,-0.6091734166,-1.9892227882,-2.5928319223,0.4747499419,1193.92529296,1193.11271467,1174.31869651,1139.00319507,0.16,0.16,0.21,1.53,2.87,0.007931739,-0.0127504554,4.88,5.94,0.0006353367,-0.0002821044,-0.008782936,-0.0156423129,-0.0172955975,-0.0047300353,-0.0169679448,-0.0093015745,-0.0085284496,-0.0033659668,-0.0051593945,-0.0103862025,2.71,2.71,2.66,0.0,0.05,1.06,3.07,5.73,5.78,5.78,0.05,-0.0377358491,-0.0192307692,-1.61,-0.6,-0.85,-0.32,-0.12,-0.41,-1.42,-0.9,-0.51,-0.77,-0.56,3.09,-0.2,-1.41,-2.96,-0.67,-1.11,0.31,0.93,0.61,0.16,-3.23,-0.74,0
2010-11-29,-0.0013788582,-0.0074685628,0.0149229682,-0.0142840333,-0.9977220041,-0.9547911852,-3.107229004,0.3803052551,1192.80433242,1192.60293327,1174.84580684,1139.48833751,0.16,0.18,0.21,1.51,2.84,0.022177179,0.0014760148,4.84,5.88,0.0059365111,0.0129232959,0.0107594937,-0.0062600162,0.0109333333,0.002376198,0.0206379362,0.0031777263,-0.0035503376,-0.0036850924,-0.0010644685,-0.0022931942,2.68,2.66,2.63,0.02,0.05,1.04,3.04,5.67,5.7,5.72,0.0,0.0196078431,-0.0130718954,-0.16,2.06,-2.39,0.19,2.35,-1.99,0.08,-0.92,-1.83,0.27,-0.02,-4.3,0.6,-0.75,1.81,-0.37,0.27,-0.21,0.58,0.58,0.69,1.65,0.29,0
2010-11-30,-0.006070217,-0.0013788582,-0.0074685628,0.0149229682,-1.4434246219,-1.4360217909,-3.4906969957,-0.3233722271,1190.57628089,1191.45503953,1175.06950261,1139.89691175,0.18,0.17,0.21,1.47,2.81,-0.0187798904,0.0195283714,4.79,5.84,-0.0180515479,-0.0227868454,-0.0087664371,-0.0058149087,-0.013452862,-0.0019754643,0.0003675735,0.0015838878,-0.0042045459,-0.0106881742,-0.0067490975,-0.0070022081,2.63,2.64,2.6,-0.01,0.03,1.05,3.03,5.63,5.67,5.66,0.0,-0.1346153846,-0.0264900662,-0.57,-1.63,-0.73,1.73,-1.89,-0.28,-0.39,-1.07,-0.44,1.39,-1.33,-0.71,-1.68,-0.35,3.82,-0.56,-0.59,0.17,0.46,0.45,-0.25,3.54,1.2,0
2010-12-01,0.0216169548,-0.006070217,-0.0013788582,-0.0074685628,2.1461270933,2.3533089601,-0.6040941038,1.0472783805,1193.39331091,1192.84693538,1176.28520627,1140.55534991,0.17,0.16,0.2,1.64,2.97,0.0312648597,0.001445609,4.92,5.98,0.0168728905,0.006556494,0.029690398,0.0141348337,0.0200534749,0.0308788994,0.0117604561,0.0254457167,0.0226931037,0.0204944911,0.0221867715,0.0232527837,2.8,2.81,2.77,-0.01,0.03,1.06,3.01,5.78,5.82,5.81,-0.0476190476,0.1777777778,0.1156462585,1.19,3.43,1.55,3.22,3.14,2.41,2.16,1.26,1.81,0.17,1.96,2.13,0.5,0.84,0.72,2.12,2.12,0.01,-0.63,-0.59,7.11,1.32,0.16,1
2010-12-02,0.0128185625,0.0216169548,-0.006070217,-0.0013788582,1.9343308269,3.6433419797,0.2313977969,1.9675171765,1198.50907783,1195.57865859,1178.05951305,1141.36106811,0.16,0.16,0.19,1.68,3.01,0.0141786744,0.0025261638,4.95,6.0,0.0055309733,-0.000113305,0.0233129462,0.0028836912,0.0304062632,0.032642011,0.0454050111,0.002102916,0.0094733444,0.0117360221,0.010845866,0.0142719455,2.85,2.85,2.82,0.0,0.03,1.05,2.99,5.81,5.84,5.84,-0.05,0.0377358491,0.0243902439,0.68,2.05,2.17,0.79,1.44,1.38,1.16,0.64,2.23,0.09,1.32,1.73,1.6,0.96,0.54,1.29,1.52,-0.99,-0.52,-0.51,1.29,0.21,-0.18,1
